tweet,sarcastic,rephrase,sarcasm,irony,satire,understatement,overstatement,rhetorical_question,has_emoji
i lost the promise ring my boyfriend got for me about a year ago… and when he left for basic he let me keep the one i gave him since he couldnt take it. well i found mine- our rings are back together :) https://t.co/2OgpQgH5n2,0,,,,,,,,False
Can anyone provide crutches in the eastleigh area? #help,0,,,,,,,,False
#PostAnUnpopularFoodOpinion salad cream on toast mmmmmmmm,0,,,,,,,,False
Getting very anxious waiting for #TheGrandTour,0,,,,,,,,False
Oh my what was that noise? The dog isn’t happy either! #loudbang,0,,,,,,,,False
Happy New Year,0,,,,,,,,False
Wait for the car driving down the path!,0,,,,,,,,False
Driving to work singing along and oh story short I Michael Ball fistbumped my wrist straight into the roof of the car https://t.co/wAHMqbMxBv,0,,,,,,,,False
There is a boiling hot place in hell for the bloke who brought and used his nail clippers in a library.,0,,,,,,,,False
Fun fact: I sing I Morgan ar en annan dag to my daughter to get her to sleep and it works a charm. #eurovisionagain,0,,,,,,,,False
@waitrose yet again breaking the UK formula marketing rules. Please educate your staff. @babymilkaction https://t.co/KIs8Qr6ojw,0,,,,,,,,False
Finally got my phone back! #crap #samsung,0,,,,,,,,False
Leaving this assignment to the last minute was probably not a smart move #w100,0,,,,,,,,False
Match play golf is just class to watch,0,,,,,,,,False
As if we’re all actually going back to the footy tomorrow literally gonna be epic,0,,,,,,,,False
i love talking about feminism when I'm drunk,0,,,,,,,,False
quicksand is not as big of a problem in my adult life as I thought it would be,0,,,,,,,,False
"not really too fussed about clubs, just wanna be able to book my driving test lol",0,,,,,,,,False
"@BioMarkDarrah @Bio_Warner @GambleMike @BenIrvo Not sure if this has been answered somewhere or not, but are the MTX going to be live for Early Access, or is that something for the 22nd?",0,,,,,,,,False
"@JohnJBrea @lad_lew @Ladyblueclr @realDonaldTrump It's probably something closer to Xenophobia. Which is someone hating someone else just because they're foreign. I mean, you are an English teacher, aren't you? Figured you might know that.",0,,,,,,,,False
"@miiniigun I feel that 100%, my anxiety stops me from talking to so many people. I've let so many friendships die because I can't push myself to talk to them.",0,,,,,,,,False
"Well done @WestHam and @premierleague, great leadership! https://t.co/4IPXaK0Jpu",0,,,,,,,,False
Congratulations Jayden. A worthy winner of the award and a bright future ahead of you. https://t.co/iBM0FAIjcp,0,,,,,,,,False
"Amazing! Simply amazing.

Well done Sky Brown. You are an inspiration to all of us. 

https://t.co/VppUp4n7Y0",0,,,,,,,,False
I'm settled for a night in front of the TV watching #SoccerAid,0,,,,,,,,False
"Whoever’s toddler ass sprayed the entire toilet backstage, I hope you stub your toe and bite your tongue really hard. also you were clearly dehydrated, go drink some damn water like an adult",0,,,,,,,,False
drive to work with no music kinda day,0,,,,,,,,False
"attack on Titan I’m not ok

Saw a few leaks on purpose bc I like to torture myself and I’ll wait to read the whole chapter tomorrow but oh my god oh my god I’m hurting",0,,,,,,,,False
i love shoegaze sm,0,,,,,,,,False
men are so grimey,0,,,,,,,,False
i hate when that guy on tiktok is all “i uNdeRsTAnd iTs eASy tO keEp wAtChInG vIdEos..” LIKE BRO MIND YA BUSINESS,0,,,,,,,,False
am honestly so disturbed by the star signs changes?? like I’m a Scorpio not a libra?? am so so stressed,0,,,,,,,,False
Nothing can ruin a summer like hayfever,0,,,,,,,,False
@kevinabstract ye,0,,,,,,,,False
@kevinabstract ye,0,,,,,,,,False
@dailystar Wake up babe new bladee,0,,,,,,,,False
"Worst mistake you can ever make is not taking ur mates advice, hands down",0,,,,,,,,False
The world we live in today actually disgusts me.,0,,,,,,,,False
The world according to Jeff Goldblum is such a gift,0,,,,,,,,False
Man I miss my friends :(,0,,,,,,,,False
"#DominicCummings Sack him. Or better yet, charge him.",0,,,,,,,,False
finding vegetarian chocolate mousse is such an annoyingly hard task to do,0,,,,,,,,False
I haven’t seen my best friend in over a year I am not coping well :((,0,,,,,,,,False
"@MI37867601 @Christo66412045 @FIimdog @UpTheVile @JoPSmith25 @NewsForAllUK @DailyMirror I don't think they did, but I could be wrong. Jon Ronson interviewed a guest booker for the Jeremy Kyle show for his book, The Psychopath Test. There's a short exerpt of it here. It paints an ugly picture of how these guests were viewed and manipulated: https://t.co/EnbNS2xYWZ",0,,,,,,,,False
"One positive of being stuck inside all the time is I've almost got back to being as good at FIFA as when I was 15, and I consider that an achievement",0,,,,,,,,False
"Having my first experience of a Whetherspoon hotel tonight and pleased to report that while the bed is comfy, the bathroom smells suspiciously of cider",0,,,,,,,,False
"There's a gigantic, newly opened, posh box of chocolates in the kitchen at work marked 'for everyone' and now I'm wondering which one of my colleagues got dumped on Valentine's Day",0,,,,,,,,False
I think France will win #Euro2016. Predict who will flop and come out on top at https://t.co/U8ycyIk3JK https://t.co/PGTRXBNSLY,0,,,,,,,,False
This is the XI I think should start against Russia at Euro 2016. Who would you pick? https://t.co/I6ksBPd2Ty #MyEnglandXI via @bbcsport,0,,,,,,,,False
Two goals caused by two awful goalkeepers #Capitalonecup,0,,,,,,,,False
i despise the racism within oldham,0,,,,,,,,False
i am 21 years old and i still love harry styles as much as i did when i was 11,0,,,,,,,,False
let’s bring it home biden,0,,,,,,,,False
"Whenever I text Scott in the middle of the night and tell him it’s been a rough night or that I’m tired, he brings me breakfast home and this is the type of love language I’m here for 🤗",0,,,,,,,,False
I’m going back to work exactly 8 weeks postpartum and that just doesn’t sit right with me,0,,,,,,,,False
I’m on a serious treat myself kick and I’m not mad about it,0,,,,,,,,False
I just wanna lie in bed and eat skips and get paid for it,0,,,,,,,,False
I am late to the same lecture every single week it's so embarrassing,0,,,,,,,,False
Cannot cope with uni reading it's doing my head in!,0,,,,,,,,False
I ask myself everyday why did i pick art?,0,,,,,,,,False
Bring me the horizon's new song drown is my new favourite,0,,,,,,,,False
spaghetti bolognese isn’t the same without garlic bread,0,,,,,,,,False
bloody buzzing i’ve got a new job !!!,0,,,,,,,,False
elrow at ushuaïa was bloody great,0,,,,,,,,False
Mom put powdered carpet cleaner all over the floor and now it legit smells like we are living in a stable,0,,,,,,,,False
@playrust Rust is basically turning into Subnautica 2.,0,,,,,,,,False
"@Corvus_Black031 @BellularGaming He's right, not enough to warrant resubbing and at this point people are already talking about the next expansion because they're completely over this one.",0,,,,,,,,False
"@playrust @Shadow_frax Really interesting map, you can tell a lot of love and care went into it.",0,,,,,,,,False
"Selling 2 X Zutekh Presents Mella Dee at Square One Manchester Tickets 22nd August - £18 Each, cheaper than face value 
Message me or @SarahrodriguesX to buy",0,,,,,,,,False
"@MaxTayl83630497 I’ve got 4 weekend tickets available, DM me",0,,,,,,,,False
One positive of the dark mornings is you can walk the dogs in your pyjamas and no one can tell 🤗🤗🤗,0,,,,,,,,False
Been playing Ghost of Tsushima and I love it!!!,0,,,,,,,,False
Trying to meet my friend and she’s literally lost in John Lewis omg,0,,,,,,,,False
Do the people on love island not feel so awkward meeting their partners parents in a bloody bikini?!,0,,,,,,,,False
"It's been so lovely to see the world in blue and green and gold again this afternoon after a week or more of endless grey. Sunshine, I have missed you.",0,,,,,,,,False
"The little girl next door just dashed across the garden shouting, ""I've got to put my mermaid tail on."" Humbled by both her wardrobe and her sense of purpose.",0,,,,,,,,False
Strong people have no need to bully. Bullies are never strong. Shouting and losing your temper are not signs of strength.,0,,,,,,,,False
Bar Woah Knee,0,,,,,,,,False
Coronavirus looking at everyone going outside on their snaps https://t.co/cNClGKs2LT,0,,,,,,,,False
settings is such an interesting place,0,,,,,,,,False
Anyone else with AT&amp;T have no cell service?,0,,,,,,,,False
Still haven't fully comprehended I go back to work tomorrow.,0,,,,,,,,False
"Had an end-of-the-year gathering with my ms coworkers tonight and it was just so nice to be together. 

Get vaccinated, guys.",0,,,,,,,,False
"That white one is definitely the best of the 3, love that.",0,,,,,,,,False
"Ok but seriously.
Why did Hasting’s go back to Carmichael and tell her? Setting her up for the next season? Or am I just clutching at straws?! Considering he was appealing too?Surely there’s another one, it didn’t tie the ends up it asked more questions! Thurwell wasn’t dead?!",0,,,,,,,,False
"Grealish is just good. You hate to admit it, but damn.",0,,,,,,,,False
"A Christmas story. About three years ago my Mum told me that she’d bought me a present: she wasn’t sure if I’d like it, whether it was my kind of thing or not, but she’d loved it so she’d bought it and put it away. And then she lost it. https://t.co/r9lxwYE7p7",0,,,,,,,,False
"I wish Facebook would introduce a ‘rude’ option on its ‘like’ panel.
I feel ‘wow’ doesn’t cover it. Maybe it could be a middle finger.",0,,,,,,,,False
"I wanted to be so much harsher about Zoom meetings.

https://t.co/fR3GcEjvOV",0,,,,,,,,False
please i just want a gp that can prescribe me my bridging hormones,0,,,,,,,,False
I am so fucking tired of living in the UK.,0,,,,,,,,False
Someone on reddit the other day said that I 'ooze enby energy' and I've been riding that high for the whole weekend.,0,,,,,,,,False
yall ever chip your tooth from accidentally biting your tongue ring,0,,,,,,,,False
i have this reoccurring nightmare where i accidentally forget to put on shoes before school and i have to spend the whole day barefoot,0,,,,,,,,False
"@AlexShawESPN @robwishart @GNev2 Does he order 11 at once and drink each one at just over 5 minutes, OR do we have to take into account going to the bar? Either way it’s a disgrace and not what we should be promoting to the kids.",0,,,,,,,,False
"Not having this Arsenal kit, looks like Ajax. And the goalie’s wearing the away kit.",0,,,,,,,,False
me and my gf are on a reality tv show binge lately does anyone have any suggestions for particularly Unhinged reality shows,0,,,,,,,,False
aw i had a dream i bought a big book of words and their meanings and now i’m awake and sad (also in the dream i was wondering around the most magical library/bookstore/gift shop???),0,,,,,,,,False
I want to join @IdenaNetwork to become a validator of the first Proof-Of-Person Blockchain #idenainvite,0,,,,,,,,False
"Join me on @WeAre8Official to help save our planet in just 2 minutes a day.
#UnitedForGood @WeAre8Official https://t.co/s2LdOOJleR",0,,,,,,,,False
@stereogum @ChemBros I swear I heard this sample way back as far as London 2012 opening ceremony??,0,,,,,,,,False
"@wfcouncil Hi there, I'm told by the staff at fellowship square on this hot day that there is no cold water provision to full up reusable bottles unless I want to fill up ""from the toilet"" , is that actually my only option?",0,,,,,,,,False
In terms of usability is there a more frustrating web site than ebay?,0,,,,,,,,False
First proper Coffee in 4 months.,0,,,,,,,,False
"Broadband back, starting to feel a bit more normal.",0,,,,,,,,False
Frankie is so lucky to have some amazing people in his life. Those that haven’t bothered  are missing out!,0,,,,,,,,False
"So I can go the pub have a meal, go to the cinema, hairdressers and a shopping spree, yet won’t be allowed to see family/friends@&amp; them meet my newborn baby?? 🤯🤯🤔🤔",0,,,,,,,,False
Everyone - Get Vaccinated,0,,,,,,,,False
"E10 petrol in the UK, classic car scene is about to die.",0,,,,,,,,False
I've got covid,0,,,,,,,,False
@Chris08505199 We watched this and were really saddened by the lack of deeper digging around this issue. There was an air of blame uk jobless for not stepping up. Needs a proper investigation and not a fluff piece IMO. Thanks for your tweet though.,0,,,,,,,,False
@AaronBastani @char_gerada Congratulations to you both. A happy life together…..,0,,,,,,,,False
"@ishkolhatkar @RosieisaHolt We think you are very, very funny and very,very,very etc …brave. You nail the issue and put those that actually believe the comments you make to shame…. Please keep doing what you’re doing….",0,,,,,,,,False
(Shameless Dead Snow 2 misquote) The sequel I did 'nazi' coming! Can't wait! https://t.co/gngxw5kbDh,0,,,,,,,,False
"missed this the first time round but a conversation I really wanted to see happen , great article @hkatewilliams  https://t.co/wH0doPQlb1",0,,,,,,,,False
"this narrative of ""protection"" that women require is infantilising and off-base. it implies requiring smothering as opposed to freedom to occupy spaces, yknow, as people.",0,,,,,,,,False
"Being a girl is about garish blue eyeshadow, mostly",0,,,,,,,,False
Just came online to remind y'all that Davido is still The King.,0,,,,,,,,False
Drake literally ended everyone in the industry like,0,,,,,,,,False
"Happy new month to all my Mutuals and Friends on here, wishing us all good health and more financial breakthrough this month.",0,,,,,,,,False
Passed my PhD @LivUni_IVES today and I could not be happier!! https://t.co/mSOeoC61as,0,,,,,,,,False
"The city is flying, we’re fighting robots, and I have a bow and arrow. Classic",0,,,,,,,,False
"For anyone with Three network, you can upgrade or pre order over the phone, online hasn’t been updated.",0,,,,,,,,False
"Got some beers in for the keynote, roll on 6pm",0,,,,,,,,False
Why do I get updates for bloody football all the time…,0,,,,,,,,False
Do you walk past people and automatically think you’re defo a tory?,0,,,,,,,,False
@PONOS_EN Tankful for my 20+90 Tank Cat,0,,,,,,,,False
@MathigonOrg How *often*????,0,,,,,,,,False
@PONOS_EN All I want for Christmas is Fate Collab Rerun in 2021. Alongside Blu ray release?,0,,,,,,,,False
Gets James off ffs,0,,,,,,,,False
Refs dashing out yellows to united players for jokes,0,,,,,,,,False
Bring on diallo ffs. Nothing is working rn.,0,,,,,,,,False
Totall Carloss... #WTF1 @_aarava https://t.co/p70GOaCLyS,0,,,,,,,,False
Marshalls in Zandvoort be like #WTF1  @MattyWTF1 https://t.co/liviXOQjH7,0,,,,,,,,False
"Wow did you see that ! Nice triple overtake from Norris !, #ImaginaryGrandPrix",0,,,,,,,,False
"i’m usually pretty good at guessing the ending of a crime series but #clickbaitnetflix had me changing my guess every episode. SO good, highly recc",0,,,,,,,,False
wish i could ctrl + f my bedroom,0,,,,,,,,False
people in london are always asking me for directions !! i am as lost as you !!!!!,0,,,,,,,,False
nan,0,,,,,,,,False
"Vaccine dose 1. Thank you, science.",0,,,,,,,,False
just tried to make a hot chocolate using only cold milk and wondered why it didn't taste right. that's where I'm at today.,0,,,,,,,,False
Not me seriously debating buying a singular can of monsta energy of amazon because I'm really craving one but I'd feel guilty if I went into Tesco just to buy one,0,,,,,,,,False
Definitely the best #WWERaw  match in a long ass time. Glad Damien Priest is getting some shine.,0,,,,,,,,False
I don't remember the last time a Sixers game gave me a heart attack but this game was a roller coaster. Hell of an effort but those 10 missed foul shots really hurt.,0,,,,,,,,False
I'm big glad I'm not a Sonic fan because Sega gassed them mfers up for a lot of nothing.,0,,,,,,,,False
every time i see someone named david im like ….. wow… that really IS a guy named david,0,,,,,,,,False
when my sister was younger she made comic series called “harry potter loves bacon” in which harry potter discovered a love for bacon,0,,,,,,,,False
ok call me crazy but sometimes i swear i get a little kombucha buzz,0,,,,,,,,False
No but the worst type of boy is the one that wears shorts and sandals when it’s snowing and constantly reminds you that it’s not that cold,0,,,,,,,,False
Finally listening to Luke’s album and I really like it.. very vibey,0,,,,,,,,False
Why do people get so opinionated over other people going to uni? Like it’s my debt and my time I’m ‘wasting’ leave me alone,0,,,,,,,,False
"the forbidden grooves, genius of love, and maroon 5 were exactly the vibes i needed today thank u so much for sharing ur talent with us on ur live stream @sidneyg156",0,,,,,,,,False
i needa win cmon wildcat william #JWUFAMBINGO,0,,,,,,,,False
"Hello @Ocado, I just had my food shopping delivered by a man called Gary and honestly he was one of the nicest drivers I have ever had. He was attentive, talkative and  was interested in how our days had been. 
Please can you let his managers know. Asset to the company.",0,,,,,,,,False
"Few of us who are in ""low classed jobs"" who are still in work as we are classed as essential workers are the same people who were claiming UC over the past few years &amp; got scrutinised for it.
#UniversalCredit is trending because now people see how UC isn't just for ""lower class"".",0,,,,,,,,False
The key thing to remember here is these boys are someone's loved one. They did their best. Lets leave the hate. Racism isn't the answer either. #eurofinal #Euro2021,0,,,,,,,,False
Any other @RSprachrohr #Rammstein fans randomly had their merch orders cancelled??,0,,,,,,,,False
"#bbcfootball one simple question.... WHAT THE HELL DO WE DO ALL WEEKEND!!! No football, No F1..... Gardening?",0,,,,,,,,False
"Today has been a good day, I didn't fall off a ladder, my model train show tickets came, I got mentioned on @WWFCFancast, they liked my bostocks cup recommendation, and more importantly, they got my name right! Hurrah.",0,,,,,,,,False
Having neighbors is the worst 🤬,0,,,,,,,,False
Running on 2 hours of sleep the past 2 days 🥴,0,,,,,,,,False
@HarryrotterDB Yeah I'll probs try it out too.,0,,,,,,,,False
@DarkenerWoW @wochinimen @MissPurplePixie shit healer,0,,,,,,,,False
@futboIjacob @LFC @Thiago6 It literally says in the article that he’s expected back next week.,0,,,,,,,,False
Living with a str*ight man is like living with a four year old,0,,,,,,,,False
All this extra time and I’m still not flossing,0,,,,,,,,False
If a dude says “females” I automatically don’t trust him,0,,,,,,,,False
Sometimes I think I’m ready to live in an apartment either with the homies or by myself but then someone rings the doorbell and I get into a full blown anxiety attack because I think it’s someone trying to kill me lmao,0,,,,,,,,False
I’ve just spent 6 hours watching minecraft streamers instead of doing my homework I have no regrets,0,,,,,,,,False
when I was younger I used to think that time zones also could change by minutes and people in other towns could be in 12:56 while I was in 1:14,0,,,,,,,,False
dogs and cats are happy animals. i pity anyone who cannot love upon these magical creatured because of allergies. only heathens dislike them. i cannot be a part of a friendship where the alternate person has even the slightest disinterest in them.,0,,,,,,,,False
i just deleted every tweet from beyond this year because connor wouldnt stop asking for my cringy ass twitter damn,0,,,,,,,,False
i just sewed through my finger and my brain is just like ' how annoying is it that i just broke another needle and i'm going to have to buy some more' instead of OW I have 2 holes in my finger. can i swap brains,0,,,,,,,,False
Of course I was going to spend my birthday desperately trying not to poo myself,0,,,,,,,,False
Sad because I’ve missed so much of Oxford the past year but happy cuz I just saw a squirrel carrying it’s baby whilst writing my essay by the river I love it https://t.co/A2AlOimCLs,0,,,,,,,,False
stolen from somewhere https://t.co/Z63uRPkX93,0,,,,,,,,False
Got my xqc hoodie and signed card a few days ago. Feelsgoodman. https://t.co/FT47oJE1Mr,0,,,,,,,,False
Beautiful animation and hype song what more could be asked for https://t.co/PFLLswgkh3,0,,,,,,,,False
APPLE CIDER IS BACK AT DUNKS BABY,0,,,,,,,,False
i cant wait to leave boston,0,,,,,,,,False
"this is the first time in 6 years i haven’t had to move, i am so relieved",0,,,,,,,,False
i love acknowledging the other twinks on campus hi friends!!,0,,,,,,,,False
it takes 2 minutes for me to paint my nails so sometimes i do it impulsively and then sit there looking at my hands like fuck i have things to do rn,0,,,,,,,,False
i want thai food Right Now :(,0,,,,,,,,False
"Is it just me, or do they keep taking The Associate on and off Netflix...",0,,,,,,,,False
I’ve decided that I’m ready for the Schrute Farms offshoot show now.,0,,,,,,,,False
You know you live in a city when you refer to crumbs as “roach snacks.”,0,,,,,,,,False
@FeeyaCruz But you get to see me?!,0,,,,,,,,False
Anyone selling a parklife weekend ticket??,0,,,,,,,,False
@suzysophia_ SO PROUD OF YOU,0,,,,,,,,False
crocheting is hard,0,,,,,,,,False
the curious george soundtrack radicalized me at the tender age of four,0,,,,,,,,False
rom coms from the 2000s are simply built different,0,,,,,,,,False
my favorite brand of old people are the ones who work as tour guides at national parks,0,,,,,,,,False
yesterday 4 dinner I just had rice w/ sriracha sauce on it and it was arguably the best meal I've had in a while,0,,,,,,,,False
why was suite life on deck not called zack and cody on a boaty??? missed opportunity,0,,,,,,,,False
excited to start my new hobby of standing in the lgbtq section of the feminist bookstore and look hot and mysterious until I get noticed,0,,,,,,,,False
My tolerance for heat is near zero. Sweating putting washing out 🥵,0,,,,,,,,False
Just had my windows cleaned and I feel posh lmao,0,,,,,,,,False
I hate how anti vaxxers have ruined everything. Trying to find information on vaccine side effects and it's plagued with morons,0,,,,,,,,False
I forgot to kip,0,,,,,,,,False
Pub crawl pub crawl pub crawl pub crawl pub crawl. There are pubs and I am crawling too them,0,,,,,,,,False
I want one of those ninja insects. You know the guys,0,,,,,,,,False
why is someone jackhammering at 8am omfg,0,,,,,,,,False
I want a bloomin’ onion,0,,,,,,,,False
"now that I’m working in the commercial talent business, I can’t help but wonder how much Jake from State Farm gets paid. I think about it every time I see a SF commercial",0,,,,,,,,False
Poor Steve Clifford. Next hire has to be right to get us from A to B.  #Magic,0,,,,,,,,False
Making the leap from TopShot...officially purchased my @HouseofKibaa membership this morning. Very excited! Thank you @kibaa_hok and team -- very easy process.,0,,,,,,,,False
"Also, hopefully and presumably, the Magic front office continuing to do right by players. Give an opportunity - develop - let them go to a better situation. That's the way to do it.",0,,,,,,,,False
going to class! https://t.co/VgCWGl9YTG,0,,,,,,,,False
going to class! https://t.co/VgCWGl9YTG,0,,,,,,,,False
can some1 do my geometry hw,0,,,,,,,,False
"Maxwell, Arthur’s middle name is Grandpa’s name. So he has a piece of two very important people of Mikeys family. Grandpa is a incredible guy and this was probably the only thing at this point that we could give him to make him feel appreciated and loved. Grandpa loves his name.",0,,,,,,,,False
Trader Joe's Candy Cane Joe-Joes are pure crack and I cave to them every year.,0,,,,,,,,False
"At the point in my life where my body keeps developing new allergies. My metabolism has slowed, hangovers are no joke anymore, and now I can't eat several of my favorite fruits. Screw wrinkles, this is the reason why people are afraid of getting old",0,,,,,,,,False
"Sitting on our new leather sofa, windows open, rain outside, candle burning, Sex and the City on, glass of rosé in hand. This is it. This is a pure vibe.",0,,,,,,,,False
@HawleyMO Please DO YOUR JOB or resign.  Enough is enough.,0,,,,,,,,False
@rolandsmartin @nypost Damn!  At my wedding we drank enough to make up for the no shows!  🤔,0,,,,,,,,False
My bank account when I’m bored and online shop during work https://t.co/ZqgMBKXSP9,0,,,,,,,,False
As a kid I definitely thought I’d come into contact with quick sand way more than I have,0,,,,,,,,False
"5 star personality
4.8 star uber rating",0,,,,,,,,False
My president https://t.co/xaH8cLpdQV,0,,,,,,,,False
.@luka7doncic anyway you’d want to come to the Jazz?,0,,,,,,,,False
You know it’s bad when your vet texts you to check in on your dogs diet #thicc,0,,,,,,,,False
If Nick Lachey wins TMS I will be so bitter.,0,,,,,,,,False
recording myself talking in spanish and then having to listen to it back is seriously one of the most painful things in my life,0,,,,,,,,False
"youve heard of coffee enemas 
now get ready for coffee bidets",0,,,,,,,,False
its my party and ill shit if i want to,0,,,,,,,,False
HmMMMmMM four days off for the holiday + crappy weather = mini personal writing retreat? I like it.. I like it a lot,0,,,,,,,,False
why am I so tired and also why is the answer always chronic pain???!???,0,,,,,,,,False
im not ignoring you... I’m just ignoring my responsibilities,0,,,,,,,,False
i turn 18 today &amp; im not even gonna be surprised if my parents tell me I’m adopted bc my genetics would a lot more sense,0,,,,,,,,False
Hell of a last second decision by Hooker!,0,,,,,,,,False
Liberty just went 95 yards on us with ease. Damn we’re so soft,0,,,,,,,,False
Herbert’s vision is elite #Hokies,0,,,,,,,,False
"Once you give a give a charlatan power over you, you almost never get it back -Carl Sagan-
#BrexitShambles",0,,,,,,,,False
"to me
.....
to me
.....
to me
.....
to me
.....
awwww :(",0,,,,,,,,False
"My children are 18, 9, and 7.  They have never known their nation at peace #ww111",0,,,,,,,,False
Why has Murray not already thrown this set? No way he comes back from 5-0and just tires himself out for no apparent reason.,0,,,,,,,,False
"Just poured boiling water all over my cereal instead of into my tea cup, gonna be a long day this.",0,,,,,,,,False
Villa and Newcastle shirts seem to be a massive clash for my eyes,0,,,,,,,,False
YOU HAVE TO understand that people fight INVISIBLE battles. don’t invalidate anyone’s feelings.,0,,,,,,,,False
if you drive dangerously on purpose you’re the scum of the earth,0,,,,,,,,False
I entered @grav3yardgirl HUGE BACK TO SCHOOL GIVEAWAY to win a macbook pro &amp; tons of other prizes! CHECK IT OUT HERE! https://t.co/qwNsVghNAc #grav3yardgirl,0,,,,,,,,False
https://t.co/jpgi5N4U9C,0,,,,,,,,False
Please showcase Hanahs story. The dog who was ripped form her mothers arms in the Joplin tornado. Let's bring her HOME!@TheEllenShow,0,,,,,,,,False
I deeply regret downloading tiktok.....yet not at the same time,0,,,,,,,,False
I want to see Drew Lock cry,0,,,,,,,,False
do you guys ever turn the music down to try and figure out what that smell is,0,,,,,,,,False
"My first tweet! Hello twitter, let's see what you can do... #newbie",0,,,,,,,,False
@SkyHelpTeam I've been waiting for a refund for over six weeks from Sky and no one seems interested in helping me despite multiple calls to your customer service team. Please help me! Sky took my money but seem very reluctant to return it.,0,,,,,,,,False
"@OwenSmith_MP @BBCr4today It wasn't a million people. It was estimated to be between 312,000 and 400,000. https://t.co/plZPHLro3j #facts",0,,,,,,,,False
Exams have finally finished!! I can be happy again #woooooo,0,,,,,,,,False
Unpacking is the bane of my life,0,,,,,,,,False
Happy New Year everyone!!! Bring on 2014!!,0,,,,,,,,False
i hate that low rise pants are making a comeback!!! i will NOT be partaking,0,,,,,,,,False
"if anyone wants to count their shirts for me… let me know. need some validation. having a crisis because i have 58 (sweaters, t shirts, crop tops, all inclusive as long as it can be worn alone as a top), and i think that is way too many but i also can’t bear to get rid of them?",0,,,,,,,,False
"i’ve never been a runner/very fast at all, and it’s been a year or two since i’ve been in what i would consider good shape, but i decided to work on that this summer. since the beginning of June i’ve gone from running an 18:29 mile to running a 14:06 mile, and i am so proud",0,,,,,,,,False
what it do babyyy🤠 https://t.co/HBvMmOOTZG,0,,,,,,,,False
As if some people left the cinema during Super Trooper I am so offended 🤯,0,,,,,,,,False
This is so good https://t.co/DchGVNyEuz,0,,,,,,,,False
Lol i actually realized that I’ve justified not working out for the past three months by telling myself that my hair was too short to fit in a ponytail.,0,,,,,,,,False
If something says “made with coconut oil” i will absolutely spend $1-5 more on it.,0,,,,,,,,False
Lies we’re told: flights are the cheapest on tuesdays,0,,,,,,,,False
Sleep is numero uno,0,,,,,,,,False
"Prayers go up, blessings come down",0,,,,,,,,False
@VertigoTeaparty now you have a reason to play this https://t.co/9RnJRWFbGm,0,,,,,,,,False
@VertigoTeaparty fashion souls! fashion souls! fashion souls at lunch!,0,,,,,,,,False
"Regardless of what's happening between Reddit and Robinhood, I hope we can all agree that Elon Musk should shut up now and forever.",0,,,,,,,,False
@luxkween where are your shoes from in the rain on me video?? i LOVE them,0,,,,,,,,False
friendship is such a beautiful thing and deserves more credit than it gets,0,,,,,,,,False
just listened to my all straight friend group talk about boys for THREE HOURS i am DRAINED,0,,,,,,,,False
